ID_Segment,ID_Waypoint_Start,Waypoint_Start_X,Waypoint_Start_Y,Waypoint_Start_Z,ID_Waypoint_End,Waypoint_End_X,Waypoint_End_Y,Waypoint_End_Z
4,62,-66.80392456054688,16.498376846313477,0.0,63,-78.04387664794922,16.467145919799805,0.0
5,64,-66.79419708251953,12.998390197753906,0.0,65,-78.03414916992188,12.967159271240234,0.0
-2,20,-88.685791015625,27.937620162963867,0.0,58,-78.07583618164062,27.967100143432617,0.0
-1,16,-88.67606353759766,24.437633514404297,0.0,60,-78.06610870361328,24.467113494873047,0.0
4,63,-78.04387664794922,16.467145919799805,0.0,66,-88.65383911132812,16.437664031982422,0.0
5,65,-78.03414916992188,12.967159271240234,0.0,13,-88.64411163330078,12.937678337097168,0.0
-2,59,-66.83587646484375,27.99833106994629,0.0,51,-28.72602081298828,28.104219436645508,0.0
-1,67,-66.8261489868164,24.49834442138672,0.0,53,-28.71629524230957,24.604232788085938,0.0
-2,68,7.407855033874512,-67.89999389648438,0.0,69,-5.2659759521484375,-68.04972076416016,0.0
-1,70,7.409285068511963,-64.39999389648438,0.0,71,-5.302427768707275,-64.54991149902344,0.0
1,72,-5.338221073150635,-61.05009460449219,0.0,73,7.4111151695251465,-60.900001525878906,0.0
2,74,-5.374672889709473,-57.55028533935547,0.0,75,7.412545204162598,-57.400001525878906,0.0
4,55,-28.694068908691406,16.604265213012695,0.0,62,-66.80392456054688,16.498376846313477,0.0
5,76,-28.684345245361328,13.104278564453125,0.0,64,-66.79419708251953,12.998390197753906,0.0
1,43,-27.763874053955078,-64.78385925292969,0.0,31,-67.08174133300781,-65.19336700439453,0.0
2,77,-27.7274227142334,-68.2836685180664,0.0,35,-67.0452880859375,-68.69317626953125,0.0
-1,29,85.98224639892578,66.35848999023438,0.0,78,58.05227279663086,66.3227767944336,0.0
1,79,58.047794342041016,69.8227767944336,0.0,26,85.97777557373047,69.85848999023438,0.0
-2,80,-41.82001876831055,-4.8147735595703125,0.0,49,-41.84014892578125,-17.160385131835938,0.0
-1,81,-45.32000732421875,-4.804924488067627,0.0,48,-45.340049743652344,-17.18679428100586,0.0
1,47,-48.83995056152344,-17.213199615478516,0.0,82,-48.81999206542969,-4.795074939727783,0.0
2,46,-52.33985137939453,-17.239608764648438,0.0,83,-52.31998062133789,-4.785225868225098,0.0
-1,36,83.04327392578125,24.91476058959961,0.0,84,106.396484375,-4.449376106262207,0.0
1,55,-28.694068908691406,16.604265213012695,0.0,85,-48.68674850463867,42.55527877807617,0.0
-2,86,-0.14773565530776978,130.2100830078125,0.0,87,-28.517200469970703,130.03573608398438,0.0
-1,88,-0.16924521327018738,133.71002197265625,0.0,89,-28.538711547851562,133.53567504882812,0.0
1,90,-28.56022071838379,137.03561401367188,0.0,91,-0.19075478613376617,137.2099609375,0.0
2,92,-28.581729888916016,140.53555297851562,0.0,93,-0.21226438879966736,140.70989990234375,0.0
-1,78,58.05227279663086,66.3227767944336,0.0,94,27.14229393005371,66.28325653076172,0.0
1,95,-110.21570587158203,-2.2868542671203613,0.0,16,-88.67606353759766,24.437633514404297,0.0
-2,96,-41.686771392822266,42.535579681396484,0.0,97,-41.81126403808594,-1.7042442560195923,0.0
-1,98,-45.18675994873047,42.54542922973633,0.0,99,-45.31125259399414,-1.6943949460983276,0.0
-2,100,109.89640045166016,-4.425507068634033,0.0,101,109.92987823486328,-9.334196090698242,0.0
-1,84,106.396484375,-4.449376106262207,0.0,102,106.42996215820312,-9.358065605163574,0.0
1,103,102.93003845214844,-9.381519317626953,0.0,104,102.89656066894531,-4.473246097564697,0.0
2,105,99.43012237548828,-9.405388832092285,0.0,106,99.39664459228516,-4.497115135192871,0.0
1,107,27.137821197509766,69.78325653076172,0.0,79,58.047794342041016,69.8227767944336,0.0
1,108,-48.81123733520508,-1.6845475435256958,0.0,85,-48.68674850463867,42.55527877807617,0.0
2,109,-52.31122589111328,-1.6746982336044312,0.0,110,-52.186737060546875,42.565128326416016,0.0
-2,111,109.50276184082031,53.29315185546875,0.0,112,109.57832336425781,42.213409423828125,0.0
-1,113,106.00284576416016,53.269283294677734,0.0,114,106.07840728759766,42.18954086303711,0.0
1,115,102.57848358154297,42.16566848754883,0.0,116,102.50292205810547,53.24541091918945,0.0
2,33,99.07856750488281,42.14179992675781,0.0,117,99.00300598144531,53.22154235839844,0.0
-1,78,58.05227279663086,66.3227767944336,0.0,118,44.02894973754883,52.548702239990234,0.0
-1,87,-28.517200469970703,130.03573608398438,0.0,119,-41.483009338378906,114.94529724121094,0.0
1,57,-28.684343338012695,13.104277610778809,0.0,97,-41.81126403808594,-1.7042442560195923,0.0
-2,120,19.330636978149414,140.9599151611328,0.0,121,109.30042266845703,82.96246337890625,0.0
-1,122,19.35021209716797,137.4599609375,0.0,123,105.80050659179688,82.93859100341797,0.0
1,124,102.30058288574219,82.91472625732422,0.0,125,19.36977767944336,133.96002197265625,0.0
2,27,98.80066680908203,82.89085388183594,0.0,126,19.389352798461914,130.46006774902344,0.0
-2,14,-103.21614074707031,-2.2083921432495117,0.0,127,-67.15464782714844,-58.193748474121094,0.0
-1,22,-106.7159194946289,-2.2476232051849365,0.0,128,-67.11819458007812,-61.69355773925781,0.0
1,31,-67.08174133300781,-65.19336700439453,0.0,23,-110.21571350097656,-2.2868540287017822,0.0
2,35,-67.0452880859375,-68.69317626953125,0.0,25,-113.71549224853516,-2.326085090637207,0.0
-2,121,109.30042266845703,82.96246337890625,0.0,111,109.50276184082031,53.29315185546875,0.0
-1,123,105.80050659179688,82.93859100341797,0.0,113,106.00284576416016,53.269283294677734,0.0
-2,129,-27.836780548095703,-57.784236907958984,0.0,74,-5.374672889709473,-57.55028533935547,0.0
-1,42,-27.800329208374023,-61.2840461730957,0.0,72,-5.338221073150635,-61.05009460449219,0.0
1,71,-5.302427768707275,-64.54991149902344,0.0,43,-27.763874053955078,-64.78385925292969,0.0
2,69,-5.2659759521484375,-68.04972076416016,0.0,77,-27.7274227142334,-68.2836685180664,0.0
-1,130,43.88934326171875,41.89961624145508,0.0,10,57.403648376464844,28.34353256225586,0.0
1,116,102.50292205810547,53.24541091918945,0.0,124,102.30058288574219,82.91472625732422,0.0
2,117,99.00300598144531,53.22154235839844,0.0,27,98.80066680908203,82.89085388183594,0.0
-2,93,-0.21226438879966736,140.70989990234375,0.0,120,19.330636978149414,140.9599151611328,0.0
-1,91,-0.19075478613376617,137.2099609375,0.0,122,19.35021209716797,137.4599609375,0.0
1,125,19.36977767944336,133.96002197265625,0.0,88,-0.16924521327018738,133.71002197265625,0.0
2,126,19.389352798461914,130.46006774902344,0.0,86,-0.14773565530776978,130.2100830078125,0.0
-1,118,44.02894973754883,52.548702239990234,0.0,130,43.88934326171875,41.89961624145508,0.0
1,131,40.38964080810547,41.945499420166016,0.0,132,40.52924728393555,52.59458541870117,0.0
-2,101,109.92987823486328,-9.334196090698242,0.0,133,109.97942352294922,-22.602590560913086,0.0
-1,102,106.42996215820312,-9.358065605163574,0.0,134,106.47980499267578,-22.654197692871094,0.0
1,135,102.98018646240234,-22.705795288085938,0.0,103,102.93003845214844,-9.381519317626953,0.0
2,136,99.4805679321289,-22.757402420043945,0.0,105,99.43012237548828,-9.405388832092285,0.0
-1,98,-45.18675994873047,42.54542922973633,0.0,62,-66.80392456054688,16.498376846313477,0.0
-2,127,-67.15464782714844,-58.193748474121094,0.0,129,-27.836780548095703,-57.784236907958984,0.0
-1,128,-67.11819458007812,-61.69355773925781,0.0,42,-27.800329208374023,-61.2840461730957,0.0
1,66,-88.65383911132812,16.437664031982422,0.0,24,-110.73299407958984,43.86024475097656,0.0
1,137,-52.31122589111328,-1.6746965646743774,0.0,64,-66.79419708251953,12.998390197753906,0.0
1,132,40.52924728393555,52.59458541870117,0.0,94,27.14229393005371,66.28325653076172,0.0
-1,94,27.14229393005371,66.28325653076172,0.0,0,-27.017662048339844,66.21400451660156,0.0
1,138,-27.02213478088379,69.71400451660156,0.0,107,27.137821197509766,69.78325653076172,0.0
1,132,40.52924728393555,52.59458541870117,0.0,79,58.047794342041016,69.8227767944336,0.0
-1,87,-28.517200469970703,130.03573608398438,0.0,139,-44.98299789428711,114.95514678955078,0.0
1,104,102.89656066894531,-4.473246097564697,0.0,115,102.57848358154297,42.16566848754883,0.0
2,106,99.39664459228516,-4.497115135192871,0.0,33,99.07856750488281,42.14179992675781,0.0
1,95,-110.21570587158203,-2.2868542671203613,0.0,20,-88.685791015625,27.937620162963867,0.0
-1,52,26.403766632080078,28.25739860534668,0.0,131,40.38964080810547,41.945499420166016,0.0
-2,119,-41.483009338378906,114.94529724121094,0.0,2,-41.57395935058594,82.62542724609375,0.0
-1,139,-44.98299789428711,114.95514678955078,0.0,3,-45.07394790649414,82.6352767944336,0.0
1,6,-48.57393264770508,82.6451187133789,0.0,140,-48.48297882080078,114.9649887084961,0.0
2,8,-52.07392120361328,82.65496826171875,0.0,141,-51.982967376708984,114.97483825683594,0.0
-1,2,-41.57395935058594,82.62542724609375,0.0,138,-27.02213478088379,69.71400451660156,0.0
-2,112,109.57832336425781,42.213409423828125,0.0,100,109.89640045166016,-4.425507068634033,0.0
-1,114,106.07840728759766,42.18954086303711,0.0,84,106.396484375,-4.449376106262207,0.0
-1,142,-67.15464782714844,-58.19374465942383,0.0,45,-52.142601013183594,-43.38029861450195,0.0
-2,143,-28.517202377319336,130.03573608398438,0.0,144,-70.48992156982422,128.90286254882812,0.0
-1,89,-28.538711547851562,133.53567504882812,0.0,145,-71.26968383789062,132.3148956298828,0.0
-2,1,-41.66096878051758,51.705543518066406,0.0,146,-41.68677520751953,42.535579681396484,0.0
-1,4,-45.16095733642578,51.71539306640625,0.0,98,-45.18675994873047,42.54542922973633,0.0
1,85,-48.68674850463867,42.55527877807617,0.0,5,-48.66094207763672,51.72524642944336,0.0
2,110,-52.186737060546875,42.565128326416016,0.0,7,-52.16093063354492,51.7350959777832,0.0
-2,144,-70.48992156982422,128.90286254882812,0.0,19,-103.73343658447266,43.9387092590332,0.0
-1,145,-71.26968383789062,132.3148956298828,0.0,21,-107.23321533203125,43.899478912353516,0.0
1,24,-110.73299407958984,43.86024475097656,0.0,147,-72.0494384765625,135.72694396972656,0.0
2,18,-114.23277282714844,43.821014404296875,0.0,148,-72.8292007446289,139.13897705078125,0.0
1,149,27.137819290161133,69.78325653076172,0.0,118,44.02894973754883,52.548702239990234,0.0
1,150,-88.64411163330078,12.937677383422852,0.0,22,-106.7159194946289,-2.2476232051849365,0.0
1,141,-51.982967376708984,114.97483825683594,0.0,144,-70.48992156982422,128.90286254882812,0.0
-1,151,-66.83586883544922,27.998329162597656,0.0,110,-52.186737060546875,42.565128326416016,0.0
-1,114,106.07840728759766,42.18954086303711,0.0,39,83.07522583007812,13.414804458618164,0.0
-1,36,83.04327392578125,24.91476058959961,0.0,100,109.89640045166016,-4.425507068634033,0.0
-1,61,-66.8261489868164,24.498342514038086,0.0,99,-45.31125259399414,-1.6943949460983276,0.0
4,38,57.43559646606445,16.843578338623047,0.0,54,26.435720443725586,16.757444381713867,0.0
5,40,57.44532012939453,13.343591690063477,0.0,56,26.445444107055664,13.257457733154297,0.0
1,50,-41.64290237426758,-43.30107498168945,0.0,129,-27.836780548095703,-57.784236907958984,0.0
1,152,-48.81123733520508,-1.6845462322235107,0.0,53,-28.71629524230957,24.604232788085938,0.0
-1,61,-66.8261489868164,24.498342514038086,0.0,97,-41.81126403808594,-1.7042442560195923,0.0
-2,133,109.97942352294922,-22.602590560913086,0.0,68,7.407855033874512,-67.89999389648438,0.0
-1,134,106.47980499267578,-22.654197692871094,0.0,70,7.409285068511963,-64.39999389648438,0.0
1,73,7.4111151695251465,-60.900001525878906,0.0,135,102.98018646240234,-22.705795288085938,0.0
2,75,7.412545204162598,-57.400001525878906,0.0,136,99.4805679321289,-22.757402420043945,0.0
-1,146,-41.68677520751953,42.535579681396484,0.0,51,-28.72602081298828,28.104219436645508,0.0
1,153,-48.81123733520508,-1.684545636177063,0.0,51,-28.72602081298828,28.104219436645508,0.0
1,140,-48.48297882080078,114.9649887084961,0.0,145,-71.26968383789062,132.3148956298828,0.0
-2,97,-41.81126403808594,-1.7042442560195923,0.0,80,-41.82001876831055,-4.8147735595703125,0.0
-1,99,-45.31125259399414,-1.6943949460983276,0.0,81,-45.32000732421875,-4.804924488067627,0.0
1,82,-48.81999206542969,-4.795074939727783,0.0,153,-48.81123733520508,-1.684545636177063,0.0
2,83,-52.31998062133789,-4.785225868225098,0.0,137,-52.31122589111328,-1.6746965646743774,0.0
1,147,-72.0494384765625,135.72694396972656,0.0,90,-28.56022071838379,137.03561401367188,0.0
2,148,-72.8292007446289,139.13897705078125,0.0,92,-28.581729888916016,140.53555297851562,0.0
-1,114,106.07840728759766,42.18954086303711,0.0,37,83.06549835205078,16.914791107177734,0.0
-1,32,83.0335464477539,28.41474723815918,0.0,115,102.57848358154297,42.16566848754883,0.0
1,154,99.39664459228516,-4.497114658355713,0.0,39,83.07522583007812,13.414804458618164,0.0
